,polarity_oplexicon,polarity_sentilex,subject,journal,sent_none,sent_neg,sent_pos,sent_neut,opl_none,opl_neg,opl_pos,opl_neut,fileid
188,18,5,reforma-previdencia,elpais,290,9,14,10,236,9,27,51,brasil.elpais.com___brasil_2019_07_12_opinion_1562888021_465807.html.txt
189,18,3,reforma-previdencia,elpais,440,4,7,1,348,14,32,58,brasil.elpais.com___brasil_2019_07_12_politica_1562895648_549997.html.txt
190,6,-3,reforma-previdencia,elpais,1187,29,26,2,939,72,78,155,brasil.elpais.com___brasil_2019_07_19_politica_1563567581_475934.html.txt
191,25,13,reforma-previdencia,elpais,325,5,18,10,233,15,40,70,brasil.elpais.com___brasil_2019_07_21_opinion_1563668592_132165.html.txt
192,17,-2,reforma-previdencia,elpais,826,14,12,11,635,45,62,121,brasil.elpais.com___brasil_2019_07_29_economia_1564427998_332628.html.txt
193,2,3,reforma-previdencia,elpais,439,5,8,5,343,27,29,58,brasil.elpais.com___brasil_2019_08_07_politica_1565192974_532316.html.txt
194,19,1,reforma-previdencia,elpais,885,8,9,1,691,35,54,123,brasil.elpais.com___brasil_2019_08_09_politica_1565303964_172748.html.txt
195,55,4,reforma-previdencia,elpais,1389,25,29,12,1055,61,116,223,brasil.elpais.com___brasil_2019_08_11_politica_1565523667_357865.html.txt
196,0,0,soltura-lula,elpais,0,0,0,0,0,0,0,0,brasil.elpais.com___brasil_2019_09_26_politica_1569512822_274743.html.txt
197,-2,9,soltura-lula,elpais,489,8,17,4,397,36,34,51,brasil.elpais.com___brasil_2019_09_27_politica_1569619461_962971.html.txt
198,-2,-1,soltura-lula,elpais,261,10,9,1,234,16,14,17,brasil.elpais.com___brasil_2019_09_27_politica_1569621516_273670.html.txt
199,5,-14,soltura-lula,elpais,736,28,14,4,596,43,48,95,brasil.elpais.com___brasil_2019_10_16_politica_1571260989_750853.html.txt
200,17,0,soltura-lula,elpais,617,22,22,6,493,39,56,79,brasil.elpais.com___brasil_2019_10_17_politica_1571324948_116990.html.txt
201,6,6,reforma-previdencia,elpais,474,4,10,3,382,17,23,69,brasil.elpais.com___brasil_2019_10_22_politica_1571772353_347004.html.txt
202,18,6,reforma-previdencia,elpais,731,7,13,2,567,27,45,114,brasil.elpais.com___brasil_2019_10_23_politica_1571785420_079177.html.txt
203,6,-1,soltura-lula,elpais,427,7,6,4,360,21,27,36,brasil.elpais.com___brasil_2019_10_24_politica_1571935645_993613.html.txt
204,1,4,soltura-lula,elpais,459,18,22,3,397,29,30,46,brasil.elpais.com___brasil_2019_10_31_politica_1572533924_138228.html.txt
205,2,-2,soltura-lula,elpais,463,21,19,4,396,33,35,43,brasil.elpais.com___brasil_2019_11_07_politica_1573137631_054672.html.txt
206,4,4,soltura-lula,elpais,416,16,20,5,348,21,25,63,brasil.elpais.com___brasil_2019_11_08_internacional_1573251966_050357.html.txt
207,-4,-8,soltura-lula,elpais,85,9,1,1,85,6,2,3,brasil.elpais.com___brasil_2019_11_08_politica_1573230948_757857.html.txt
208,0,-14,soltura-lula,elpais,376,22,8,6,296,37,37,42,brasil.elpais.com___brasil_2019_11_08_politica_1573233784_149921.html.txt
209,10,0,soltura-lula,elpais,238,9,9,2,199,8,18,33,brasil.elpais.com___brasil_2019_11_08_politica_1573243603_302199.html.txt
210,5,-7,soltura-lula,elpais,248,13,6,0,225,11,16,15,brasil.elpais.com___brasil_2019_11_08_politica_1573246435_115485.html.txt
211,10,1,soltura-lula,elpais,628,11,12,4,500,28,38,89,brasil.elpais.com___brasil_2019_11_09_politica_1573254096_185855.html.txt
212,0,1,soltura-lula,elpais,526,15,16,8,419,35,35,76,brasil.elpais.com___brasil_2019_11_09_politica_1573262549_557712.html.txt
213,-2,0,soltura-lula,elpais,108,5,5,1,95,6,4,14,brasil.elpais.com___brasil_2019_11_09_politica_1573305490_484630.html.txt
214,4,9,soltura-lula,elpais,826,26,35,8,644,45,49,157,brasil.elpais.com___brasil_2019_11_09_politica_1573337968_481157.html.txt
215,7,0,soltura-lula,elpais,867,22,22,4,737,39,46,93,brasil.elpais.com___brasil_2019_11_12_politica_1573557270_097382.html.txt
216,-1,-8,soltura-lula,elpais,570,22,14,4,468,32,31,79,brasil.elpais.com___brasil_2019_11_28_politica_1574939740_491523.html.txt
217,33,12,reforma-trabalhista,estadao,237,0,12,0,170,6,39,34,economia.estadao.com.br___blogs_o-seguro-morreu-de-velho_o-papel-dos-sindicatos-apos-a-reforma-trabalhista_.txt
218,14,4,reforma-previdencia,estadao,222,0,4,2,173,6,20,29,economia.estadao.com.br___blogs_o-seguro-morreu-de-velho_reforma-da-previdencia-e-as-novas-regras-para-aposentadoria-especial_.txt
219,2,0,reforma-trabalhista,estadao,24,1,1,0,22,0,2,2,"economia.estadao.com.br___galerias_geral,veja-as-5-profissoes-mais-afetadas-pela-reforma-trabalhista,35019.txt"
220,30,0,reforma-previdencia,estadao,544,4,4,2,421,13,43,77,"economia.estadao.com.br___noticias_geral,180-deputados-estao-dispostos-a-aprovar-reforma-da-previdencia-mas-com-ajustes,70002762940.txt"
221,0,1,reforma-trabalhista,estadao,334,7,8,0,273,20,20,36,"economia.estadao.com.br___noticias_geral,a-caixa-preta-do-sistema-s,70001779709.txt"
222,8,0,reforma-trabalhista,estadao,289,6,6,4,234,12,20,39,"economia.estadao.com.br___noticias_geral,a-polarizacao-de-volta-nas-redes-sociais,70001753622.txt"
223,2,2,reforma-previdencia,estadao,167,1,3,0,144,4,6,17,"economia.estadao.com.br___noticias_geral,aliquota-para-servidor-pode-chegar-a-ate-22-depois-de-reforma-da-previdencia,70002729112.txt"
224,25,2,reforma-previdencia,estadao,1061,11,13,6,852,19,44,176,"economia.estadao.com.br___noticias_geral,apesar-de-crise-em-articulacao-politica-apoio-a-reforma-cresce-na-camara,70002782213.txt"
225,10,-8,reforma-trabalhista,estadao,338,8,0,0,244,18,28,56,"economia.estadao.com.br___noticias_geral,apos-reforma-trabalhista-sindicatos-demitem-para-sobreviver,70002097236.txt"
226,0,-2,reforma-trabalhista,estadao,218,4,2,2,167,12,12,35,"economia.estadao.com.br___noticias_geral,apos-se-posicionar-contra-reformas-psb-muda-orientacao-e-libera-bancada,70001751338.txt"
227,28,2,reforma-previdencia,estadao,507,11,13,2,416,14,42,61,"economia.estadao.com.br___noticias_geral,bolsa-avanca-acima-dos-103-mil-pontos-com-abertura-de-sessao-da-previdencia,70002904593.txt"
228,3,-4,reforma-previdencia,estadao,216,6,2,0,167,13,16,28,"economia.estadao.com.br___noticias_geral,bolsonaro-admite-que-capitalizacao-pode-ficar-de-fora-da-reforma-da-previdencia,70002780520.txt"
229,-1,1,reforma-previdencia,estadao,584,8,9,2,466,26,25,86,"economia.estadao.com.br___noticias_geral,camara-rejeita-mudancas-no-texto-da-previdencia,70002959155.txt"
230,9,-3,reforma-trabalhista,estadao,284,4,1,1,228,4,13,45,"economia.estadao.com.br___noticias_geral,centrais-sindicais-preparam-greve-geral-para-o-proximo-dia-28,70001747437.txt"
231,8,-2,reforma-trabalhista,estadao,274,5,3,4,208,14,22,42,"economia.estadao.com.br___noticias_geral,com-a-reforma-trabalhista-talvez-a-gente-nao-precise-de-5-mil-juizes-do-trabalho-diz-maia,70002090941.txt"
232,10,6,reforma-trabalhista,estadao,246,1,7,0,203,10,20,21,"economia.estadao.com.br___noticias_geral,com-nova-lei-hospital-de-sp-elimina-folga-para-quem-trabalhar-no-feriado,70002079921.txt"
233,11,1,reforma-trabalhista,estadao,260,4,5,4,196,9,20,48,"economia.estadao.com.br___noticias_geral,com-nova-lei-trabalhador-intermitente-pode-ficar-sem-beneficios-do-inss,70002085933.txt"
234,0,4,reforma-previdencia,estadao,561,6,10,7,446,26,26,86,"economia.estadao.com.br___noticias_geral,com-novas-mudancas-de-relator-economia-de-reforma-da-previdencia-cai-para-r-870-bi-em-dez-anos,70002996227.txt"
235,22,1,reforma-trabalhista,estadao,336,3,4,2,256,11,33,45,"economia.estadao.com.br___noticias_geral,com-regra-de-trabalho-intermitente-empregado-corre-risco-de-ter-de-pagar-para-trabalhar,70002099195.txt"
236,21,4,reforma-previdencia,estadao,1040,12,16,4,866,31,52,123,"economia.estadao.com.br___noticias_geral,como-fica-minha-aposentadoria-com-a-proposta-da-previdencia-aprovada-no-senado,70003032903.txt"
237,0,3,reforma-previdencia,estadao,318,1,4,0,230,21,21,51,"economia.estadao.com.br___noticias_geral,deputados-vao-apresentar-novo-projeto-para-reforma-da-previdencia,70002833319.txt"
238,2,-1,reforma-trabalhista,estadao,160,4,3,0,131,8,10,18,"economia.estadao.com.br___noticias_geral,derrota-na-cas-significa-que-governo-nao-conseguiu-articular-senadores-diz-relator,70001851120.txt"
239,3,0,reforma-previdencia,estadao,265,3,3,1,219,10,13,30,"economia.estadao.com.br___noticias_geral,dolar-cai-com-otimismo-sobre-reforma-da-previdencia,70002877144.txt"
240,6,1,soltura-lula,estadao,185,4,5,2,143,7,13,33,"economia.estadao.com.br___noticias_geral,dolar-sobe-apos-decisao-do-stf-que-pode-beneficiar-lula,70003081471.txt"
241,7,-1,reforma-trabalhista,estadao,213,5,4,1,184,8,15,16,"economia.estadao.com.br___noticias_geral,em-comissao-e-adiada-mas-deve-ir-a-plenario-este-mes,70001831351.txt"
242,2,-1,reforma-previdencia,estadao,199,1,0,1,145,12,14,30,"economia.estadao.com.br___noticias_geral,em-jerusalem-bolsonaro-acredita-em-reforma-ate-junho-sem-muita-desidratacao,70002775707.txt"
243,23,1,reforma-previdencia,estadao,322,7,8,1,256,9,32,41,"economia.estadao.com.br___noticias_geral,empresarios-se-mobilizam-para-proteger-reforma,70002771971.txt"
244,6,9,reforma-trabalhista,estadao,349,0,9,5,284,14,20,45,"economia.estadao.com.br___noticias_geral,entenda-as-principais-mudancas-propostas-pela-reforma-trabalhista,70001751786.txt"
245,15,11,reforma-previdencia,estadao,730,8,19,7,592,30,45,97,"economia.estadao.com.br___noticias_geral,entenda-os-principais-pontos-do-relatorio-da-previdencia-aprovado-na-comissao-especial,70002905649.txt"
246,11,7,reforma-trabalhista,estadao,308,2,9,4,250,14,25,34,"economia.estadao.com.br___noticias_geral,feriado-em-dia-util-agora-pode-ser-transferido-ate-para-sabado,70002079997.txt"
247,16,5,reforma-previdencia,estadao,348,1,6,1,287,10,26,33,"economia.estadao.com.br___noticias_geral,governo-recua-na-reta-final-e-senado-conclui-reforma-da-previdencia,70003060782.txt"
248,2,1,reforma-previdencia,estadao,152,3,4,0,123,8,10,18,"economia.estadao.com.br___noticias_geral,guedes-diz-que-renuncia-se-reforma-da-previdencia-virar-reforminha,70002841889.txt"
249,8,-5,reforma-trabalhista,estadao,316,9,4,3,257,14,22,39,"economia.estadao.com.br___noticias_geral,hoje-vende-se-peixe-fresco,70001755282.txt"
250,0,3,reforma-previdencia,estadao,358,5,8,1,307,14,14,37,"economia.estadao.com.br___noticias_geral,impacto-da-reforma-e-de-r-860-bilhoes-so-com-cortes-diz-paulo-guedes,70002872552.txt"
251,11,-5,reforma-previdencia,estadao,300,11,6,2,228,13,24,54,"economia.estadao.com.br___noticias_geral,maia-ameaca-deixar-articulacao-politica-da-previdencia,70002764319.txt"
252,-3,-1,reforma-trabalhista,estadao,281,2,1,0,222,18,15,29,"economia.estadao.com.br___noticias_geral,membros-da-comissao-de-reforma-tem-debitos-trabalhistas,70001739113.txt"
253,44,24,reforma-trabalhista,estadao,591,9,33,3,440,28,72,96,"economia.estadao.com.br___noticias_geral,novas-regras-da-clt-valorizam-a-justica-do-trabalho-afirma-especialista,70002084456.txt"
254,2,4,reforma-previdencia,estadao,478,6,10,0,388,20,22,64,"economia.estadao.com.br___noticias_geral,o-que-muda-no-novo-texto-de-reforma-da-previdencia,70002900500.txt"
255,41,18,reforma-previdencia,estadao,1812,34,52,11,1387,105,146,271,"economia.estadao.com.br___noticias_geral,os-politicos-tem-de-controlar-100-do-orcamento,70002749472.txt"
256,11,2,reforma-trabalhista,estadao,259,5,7,2,194,13,24,42,"economia.estadao.com.br___noticias_geral,para-empresarios-nova-lei-moderniza-relacoes-de-trabalho,70001886413.txt"
257,-9,-6,reforma-previdencia,estadao,229,10,4,4,200,20,11,16,"economia.estadao.com.br___noticias_geral,pdt-ameaca-expulsar-tabata-amaral-caso-vote-a-favor-da-reforma-da-previdencia,70002914754.txt"
258,2,-1,reforma-previdencia,estadao,265,4,3,0,208,12,14,38,"economia.estadao.com.br___noticias_geral,placar-da-previdencia-ja-conta-com-42-dos-49-votos-para-aprovacao-no-senado,70002921963.txt"
259,10,3,reforma-trabalhista,estadao,274,7,10,1,223,14,24,31,"economia.estadao.com.br___noticias_geral,quarentena-evita-corte-em-massa-e-recontratacao,70002088771.txt"
260,15,1,reforma-trabalhista,estadao,315,5,6,2,246,17,32,33,"economia.estadao.com.br___noticias_geral,quem-perde-com-a-reforma-trabalhista,70002062233.txt"
261,12,1,reforma-previdencia,estadao,560,11,12,4,452,25,37,73,"economia.estadao.com.br___noticias_geral,reforma-da-previdencia-e-aprovada-na-ccj-por-48-votos-a-favor-e-18-contra,70002801858.txt"
262,7,5,reforma-previdencia,estadao,310,3,8,4,250,13,20,42,"economia.estadao.com.br___noticias_geral,reforma-da-previdencia-ja-tem-os-votos-necessarios-para-ser-aprovada-no-senado,70002962820.txt"
263,15,2,reforma-trabalhista,estadao,326,2,4,6,254,8,23,53,"economia.estadao.com.br___noticias_geral,reforma-da-previdencia-nao-poe-fim-a-privilegios-de-algumas-categorias,70001740783.txt"
264,25,2,reforma-previdencia,estadao,1061,11,13,6,852,19,44,176,"economia.estadao.com.br___noticias_geral,reforma-da-previdencia-veja-o-que-muda-na-sua-aposentadoria,70002730702.txt"
265,5,1,reforma-previdencia,estadao,240,1,2,0,193,6,11,33,"economia.estadao.com.br___noticias_geral,reforma-da-previdencia-veja-propostas-do-governo-bolsonaro,70002707364.txt"
266,8,5,reforma-trabalhista,estadao,231,2,7,0,183,10,18,29,"economia.estadao.com.br___noticias_geral,reforma-rabalhista-acaba-com-homologacao-na-rescisao-tema-de-30-dos-processos-na-justica,70001777702.txt"
267,10,9,reforma-trabalhista,estadao,168,0,9,2,134,4,14,27,"economia.estadao.com.br___noticias_geral,reforma-trabalhista-preve-que-ferias-possam-ser-determinadas-pelo-empregador,70001751524.txt"
268,0,6,reforma-trabalhista,estadao,243,0,6,3,205,12,12,23,"economia.estadao.com.br___noticias_geral,reforma-trabalhista-senador-propoe-acabar-com-repasse-ao-sistema-s,70001765381.txt"
269,16,14,reforma-trabalhista,estadao,365,6,20,3,267,24,40,63,"economia.estadao.com.br___noticias_geral,reforma-trabalhista-so-afetara-novos-contratos-de-trabalho,70001887523.txt"
270,22,6,reforma-trabalhista,estadao,296,3,9,1,213,13,35,48,"economia.estadao.com.br___noticias_geral,reforma-trabalhista-viola-convencoes-internacionais-diz-oit,70001884924.txt"
271,-3,4,reforma-trabalhista,estadao,171,4,8,3,137,13,10,26,"economia.estadao.com.br___noticias_geral,reforma-vai-tirar-direitos-afirma-ministro-do-tst,70001775411.txt"
272,1,-20,reforma-trabalhista,estadao,664,36,16,3,541,42,43,93,"economia.estadao.com.br___noticias_geral,retomada-da-confianca-na-economia-foi-a-aposta-do-primeiro-ano-de-temer,70001775167.txt"
273,4,-1,reforma-previdencia,estadao,110,2,1,0,86,3,7,17,"economia.estadao.com.br___noticias_geral,senado-adia-votacao-da-reforma-da-previdencia-em-uma-semana,70002969253.txt"
274,17,9,reforma-previdencia,estadao,588,5,14,2,476,25,42,66,"economia.estadao.com.br___noticias_geral,senado-aprova-pec-paralela-que-inclui-estados-e-municipios-na-reforma-da-previdencia,70003078873.txt"
275,16,7,reforma-trabalhista,estadao,447,5,12,0,360,20,36,48,"economia.estadao.com.br___noticias_geral,senado-aprova-reforma-trabalhista,70001886124.txt"
276,0,-18,reforma-trabalhista,estadao,368,20,2,2,296,26,26,44,"economia.estadao.com.br___noticias_geral,senadores-batem-boca-quase-se-agridem-em-sessao-sobre-reforma-trabalhista,70001809109.txt"
277,-2,1,reforma-previdencia,estadao,328,3,4,1,267,18,16,35,"economia.estadao.com.br___noticias_geral,servidores-publicos-querem-barrar-reforma-da-previdencia-na-ccj,70002776083.txt"
278,16,7,reforma-previdencia,estadao,231,2,9,1,182,6,22,33,"economia.estadao.com.br___noticias_geral,sou-favoravel-a-reforma-da-previdencia-com-alguns-ajustes-diz-presidente-da-comissao-especial,70002805225.txt"
279,6,5,impeachment-dilma,estadao,457,12,17,4,365,30,36,59,"economia.estadao.com.br___noticias_geral,suspensao-do-brasil-do-mercosul-em-caso-de-impeachment-pode-ser-estudada--diz-chanceler-argentina,10000022460.txt"
280,13,4,reforma-trabalhista,estadao,245,3,7,1,181,13,26,36,"economia.estadao.com.br___noticias_geral,temer-sanciona-terceirizacao-com-vetos,70001722268.txt"
281,7,4,reforma-trabalhista,estadao,193,4,8,0,167,4,11,23,"economia.estadao.com.br___noticias_geral,trabalhador-e-condenado-apos-conduta-em-processo-ser-considerada-ma-fe,70002082851.txt"
282,20,12,reforma-previdencia,estadao,770,7,19,8,615,34,54,101,"economia.estadao.com.br___noticias_geral,veja-a-proposta-de-reforma-da-previdencia-que-os-deputados-votam-hoje,70002915751.txt"
283,-3,5,reforma-previdencia,estadao,653,3,8,5,550,26,23,70,"economia.estadao.com.br___noticias_geral,veja-as-diferencas-entre-o-texto-da-reforma-da-previdencia-da-camara-e-do-senado,70002984997.txt"
284,38,16,reforma-trabalhista,estadao,544,7,23,3,428,15,53,81,"educacao.estadao.com.br___noticias_geral,reforma-trabalhista-ja-afeta-a-faculdade,70001936390.txt"
285,22,-3,reforma-previdencia,epoca,542,15,12,4,420,30,52,71,epoca.globo.com___a-reforma-nao-pode-nao-deve-ser-mais-adiada-diz-nelson-barbosa-23687128.txt
286,4,-3,soltura-lula,epoca,368,10,7,3,305,11,15,57,epoca.globo.com___a-repercussao-internacional-da-libertacao-do-ex-presidente-lula-24071576.txt
287,12,1,reforma-previdencia,epoca,464,6,7,4,369,27,39,46,epoca.globo.com___agosto-a-data-limite-para-aprovar-reforma-da-previdencia-23700025.txt
288,9,2,reforma-previdencia,epoca,266,5,7,1,205,13,22,39,epoca.globo.com___brasil_abstencao-de-frota-em-votacao-da-previdencia-foi-recado-para-governo-23859976.txt
289,3,-1,soltura-lula,epoca,90,3,2,2,72,3,6,16,epoca.globo.com___brasil_lula-diz-querer-bernie-sanders-como-presidente-dos-eua-24071562.txt
290,8,-2,soltura-lula,epoca,324,6,4,1,251,13,21,50,epoca.globo.com___brasil_lula-ganhou-mais-de-260-mil-seguidores-no-twitter-ao-sair-da-prisao-24103564.txt
291,7,-1,soltura-lula,epoca,646,21,20,6,549,32,39,73,epoca.globo.com___brasil_nao-se-assustem-se-alguem-pedir-ai-5-diz-guedes-sobre-lula-chamar-povo-pra-rua-24100827.txt
292,2,-1,soltura-lula,epoca,49,2,1,0,40,3,5,4,epoca.globo.com___brasil_os-planos-de-lula-ex-presidente-quer-viajar-pelo-brasil-reorganizar-oposicao-ao-governo-24069866.txt
293,3,4,reforma-previdencia,epoca,419,6,10,0,342,13,16,64,epoca.globo.com___brasil_reforma-da-previdencia-aprovada-sob-pressao-ultimatos-de-maia-23798316.txt
294,-4,0,soltura-lula,epoca,95,3,3,1,73,9,5,15,epoca.globo.com___brasil_soltura-de-lula-causara-uniao-em-torno-do-antipetismo-diz-eduardo-bolsonaro-24072435.txt
295,10,-13,reforma-previdencia,epoca,239,17,4,3,175,23,33,32,epoca.globo.com___brasil_tabata-esta-sendo-tratada-de-forma-imoral-por-pdt-diz-felipe-rigoni-23811665.txt
296,-9,-2,soltura-lula,epoca,507,14,12,1,428,35,26,45,epoca.globo.com___brasil_vazamento-de-dialogos-mortes-na-familia-entrevistas-que-aconteceu-com-lula-durante-tempo-na-prisao-24072124.txt
297,4,7,impeachment-dilma,epoca,229,0,7,0,176,14,18,28,epoca.globo.com___colunas-e-blogs_blog-do-fucs_noticia_2015_12_fachin-o-impeachment-e-goleada-da-oposicao-no-stf.html.txt
298,13,0,reforma-previdencia,epoca,276,3,3,5,230,6,19,32,epoca.globo.com___dois-tercos-dos-brasileiros-acham-reforma-da-previdencia-necessaria-segundo-pesquisa-23656847.txt
299,9,0,reforma-trabalhista,epoca,390,6,6,0,302,14,23,63,epoca.globo.com___economia_noticia_2017_03_terceirizacao-cria-bons-empregos.html.txt
300,14,6,reforma-trabalhista,epoca,662,12,18,5,518,32,46,101,epoca.globo.com___economia_noticia_2017_04_reforma-trabalhista-moderniza-lei-e-facilita-criar-empregos-mas-deixa-lacuna.html.txt
301,-25,-17,reforma-trabalhista,epoca,512,30,13,6,391,57,32,81,epoca.globo.com___economia_noticia_2017_04_reformas-propostas-por-temer-prejudicam-os-pobres-nao.html.txt
302,29,-7,reforma-trabalhista,epoca,1093,26,19,5,872,62,91,118,epoca.globo.com___economia_noticia_2017_11_reforma-trabalhista-entra-em-vigor-os-envolvidos-preparam-se-para-uma-batalha.html.txt
303,-4,-8,reforma-previdencia,epoca,1988,50,42,16,1564,125,121,286,epoca.globo.com___economia_os-proximos-passos-da-agenda-de-paulo-guedes-23782828.txt
304,-4,-3,prisao-lula,epoca,36,4,1,0,35,4,0,2,epoca.globo.com___expresso_pt-compara-lula-mandela-22898699.txt
305,0,0,soltura-lula,epoca,78,2,2,1,58,4,4,17,epoca.globo.com___fas-da-corrupcao-socialista-em-todo-mundo-estao-comemorando-libertacao-de-lula-diz-ernesto-araujo-24073181.txt
306,6,0,reforma-previdencia,epoca,117,1,1,1,100,4,10,6,epoca.globo.com___governadores-de-sete-estados-anunciam-apoio-reforma-da-previdencia-23627081.txt
307,-4,0,soltura-lula,epoca,115,3,3,0,99,9,5,8,epoca.globo.com___guilherme-amado_advogado-se-reunira-de-manha-com-lula-para-discutir-soltura-1-24068992.txt
